quantity,price_paid_deal,price_paid_non_deal,coupon_value,promotion_type,total_spent,size1_descr,flavor_descr,formula_descr,household_id,household_size,household_income,age_of_female_head,age_of_male_head,age_and_presence_of_children,male_head_employment,female_head_employment,male_head_education,female_head_education,marital_status,male_head_occupation,female_head_occupation,household_composition,race,hispanic_origin,region,scantrack_market_identifier,projection_factor,fips_state_code,fips_county_code,census_tract_county_code,type_of_residence,kitchen_appliances,tv_items,female_head_birth,male_head_birth,household_internet_connection
1,3.33,0,0,1,112.29,16.0 MLOZ,BANANA SPLIT,REGULAR,8337069,2,21,6,6,9,3,3,5,5,1,6,4,1,1,2,4,18,196,8,59,10403,5,4,1,10/1/59,10/1/59,1
1,3.49,0,0,1,28.1,16.0 MLOZ,IMAGINE WHIRLED PEACE,REGULAR,8338051,1,18,9,0,9,0,9,0,5,3,12,12,5,1,2,4,38,241,4,1,970400,1,4,1,1/1/42,,1
1,0,3,0,,37.57,16.0 MLOZ,CHC CHIP C-DH,REGULAR,8338442,2,26,5,4,9,3,3,4,4,1,8,3,1,2,2,1,24,637,42,101,5500,1,4,1,1/1/66,10/1/69,1
1,3.16,0,1.39,2,10.72,16.0 MLOZ,KARAMEL SUTRA,REGULAR,8339371,2,17,2,2,9,9,3,5,5,1,10,2,1,2,2,3,39,1130,37,81,12601,5,4,3,10/1/78,10/1/78,1
1,0,2.5,0,,2.55,16.0 MLOZ,HEATH COFFEE CRUNCH,REGULAR,8339371,2,17,2,2,9,9,3,5,5,1,10,2,1,2,2,3,39,1130,37,81,12601,5,4,3,10/1/78,10/1/78,1
1,0,4.19,0,,9.06,16.0 MLOZ,HEATH COFFEE CRUNCH,REGULAR,8339371,2,17,2,2,9,9,3,5,5,1,10,2,1,2,2,3,39,1130,37,81,12601,5,4,3,10/1/78,10/1/78,1
1,4.38,0,1.05,2,16.05,16.0 MLOZ,HEATH COFFEE CRUNCH,REGULAR,8339371,2,17,2,2,9,9,3,5,5,1,10,2,1,2,2,3,39,1130,37,81,12601,5,4,3,10/1/78,10/1/78,1
1,0,4.39,0,,24.26,16.0 MLOZ,HEATH COFFEE CRUNCH,REGULAR,8339371,2,17,2,2,9,9,3,5,5,1,10,2,1,2,2,3,39,1130,37,81,12601,5,4,3,10/1/78,10/1/78,1
1,0,3.12,0,,23.81,16.0 MLOZ,HALF BAKED,REGULAR,8339371,2,17,2,2,9,9,3,5,5,1,10,2,1,2,2,3,39,1130,37,81,12601,5,4,3,10/1/78,10/1/78,1
1,3,0,1.39,2,10.72,16.0 MLOZ,HEATH COFFEE CRUNCH,REGULAR,8339371,2,17,2,2,9,9,3,5,5,1,10,2,1,2,2,3,39,1130,37,81,12601,5,4,3,10/1/78,10/1/78,1
1,0,4.39,0,,47.57,16.0 MLOZ,HEATH COFFEE CRUNCH,REGULAR,8339371,2,17,2,2,9,9,3,5,5,1,10,2,1,2,2,3,39,1130,37,81,12601,5,4,3,10/1/78,10/1/78,1
1,3,0,1.29,2,10.05,16.0 MLOZ,HEATH COFFEE CRUNCH,REGULAR,8339371,2,17,2,2,9,9,3,5,5,1,10,2,1,2,2,3,39,1130,37,81,12601,5,4,3,10/1/78,10/1/78,1
1,0,3.12,0,,93.23,16.0 MLOZ,CAKE BATTER,REGULAR,8339371,2,17,2,2,9,9,3,5,5,1,10,2,1,2,2,3,39,1130,37,81,12601,5,4,3,10/1/78,10/1/78,1
1,0,3,0,,17.32,16.0 MLOZ,ONE CSK BROWNIE,REGULAR,8339371,2,17,2,2,9,9,3,5,5,1,10,2,1,2,2,3,39,1130,37,81,12601,5,4,3,10/1/78,10/1/78,1
1,4.29,0,1.29,2,13.16,16.0 MLOZ,HEATH COFFEE CRUNCH,REGULAR,8339371,2,17,2,2,9,9,3,5,5,1,10,2,1,2,2,3,39,1130,37,81,12601,5,4,3,10/1/78,10/1/78,1
1,0,3.12,0,,17.88,16.0 MLOZ,KARAMEL SUTRA,REGULAR,8339371,2,17,2,2,9,9,3,5,5,1,10,2,1,2,2,3,39,1130,37,81,12601,5,4,3,10/1/78,10/1/78,1
1,3.32,0,0,1,45.4,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,8339952,3,28,8,9,9,9,9,6,5,1,12,12,1,1,2,3,,795,13,137,990200,1,4,1,1/1/43,10/1/42,1
1,3.32,0,0,1,13.99,16.0 MLOZ,NEW YORK SUPER FUDGE CHUNK,REGULAR,8339952,3,28,8,9,9,9,9,6,5,1,12,12,1,1,2,3,,795,13,137,990200,1,4,1,1/1/43,10/1/42,1
1,3,0,0,1,165.21,16.0 MLOZ,HEATH CANDY EVERYTHING BUT THE,REGULAR,8339952,3,28,8,9,9,9,9,6,5,1,12,12,1,1,2,3,,795,13,137,990200,1,4,1,1/1/43,10/1/42,1
1,3.32,0,0,1,41.92,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,8339952,3,28,8,9,9,9,9,6,5,1,12,12,1,1,2,3,,795,13,137,990200,1,4,1,1/1/43,10/1/42,1
1,3.32,0,0,1,15.38,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,8339952,3,28,8,9,9,9,9,6,5,1,12,12,1,1,2,3,,795,13,137,990200,1,4,1,1/1/43,10/1/42,1
1,0,3,0,,88.02,16.0 MLOZ,VAN CARAMEL FUDGE,REGULAR,8340134,2,27,7,7,9,3,3,5,5,1,4,5,1,1,2,2,19,270,26,125,134800,6,4,3,10/1/56,10/1/55,1
2,4.44,0,0,1,8.05,16.0 MLOZ,CHERRY GRCA,REGULAR,8340961,2,27,6,6,9,3,3,4,4,1,6,2,1,1,2,3,17,2122,48,113,12206,1,4,1,10/1/61,10/1/62,1
1,0,3.12,0,,54.35,16.0 MLOZ,PB CUP,REGULAR,8340961,2,27,6,6,9,3,3,4,4,1,6,2,1,1,2,3,17,2122,48,113,12206,1,4,1,10/1/61,10/1/62,1
1,0,4.49,0,,38.05,16.0 MLOZ,HALF BAKED,REGULAR,8340961,2,27,6,6,9,3,3,4,4,1,6,2,1,1,2,3,17,2122,48,113,12206,1,4,1,10/1/61,10/1/62,1
1,0,2.5,0,,108.52,16.0 MLOZ,OXFORD MINT CHC COOKIE,REGULAR,8340961,2,27,6,6,9,3,3,4,4,1,6,2,1,1,2,3,17,2122,48,113,12206,1,4,1,10/1/61,10/1/62,1
1,0,2.5,0,,108.52,16.0 MLOZ,PB CUP,REGULAR,8340961,2,27,6,6,9,3,3,4,4,1,6,2,1,1,2,3,17,2122,48,113,12206,1,4,1,10/1/61,10/1/62,1
1,0,3.99,0,,103.63,16.0 MLOZ,HALF BAKED,REGULAR,8340961,2,27,6,6,9,3,3,4,4,1,6,2,1,1,2,3,17,2122,48,113,12206,1,4,1,10/1/61,10/1/62,1
1,0,3.5,0,,15,16.0 MLOZ,HALF BAKED,REGULAR,8340961,2,27,6,6,9,3,3,4,4,1,6,2,1,1,2,3,17,2122,48,113,12206,1,4,1,10/1/61,10/1/62,1
1,0,3.36,0,,103.63,16.0 MLOZ,BANANA SPLIT,REGULAR,8340961,2,27,6,6,9,3,3,4,4,1,6,2,1,1,2,3,17,2122,48,113,12206,1,4,1,10/1/61,10/1/62,1
1,0,3.99,0,,22.37,16.0 MLOZ,NEW YORK SUPER FUDGE CHUNK,REGULAR,8340961,2,27,6,6,9,3,3,4,4,1,6,2,1,1,2,3,17,2122,48,113,12206,1,4,1,10/1/61,10/1/62,1
1,3.78,0,0,1,99.7,16.0 MLOZ,HEATH COFFEE CRUNCH,REGULAR,8342649,1,15,9,0,9,0,3,0,4,3,3,3,5,1,2,2,28,152,29,183,311600,5,1,2,10/1/39,,1
1,0,3,0,,171.86,16.0 MLOZ,BANANA SPLIT,REGULAR,8343147,4,26,5,7,2,3,9,4,5,4,6,12,3,1,2,2,,262,17,63,700,1,4,1,10/1/67,10/1/57,1
1,2.5,0,0.5,3,99.15,16.0 MLOZ,CAKE BATTER,REGULAR,8343147,4,26,5,7,2,3,9,4,5,4,6,12,3,1,2,2,,262,17,63,700,1,4,1,10/1/67,10/1/57,1
2,6,0,1,2,49.84,16.0 MLOZ,CHUNKY MONKEY,REGULAR,8343147,4,26,5,7,2,3,9,4,5,4,6,12,3,1,2,2,,262,17,63,700,1,4,1,10/1/67,10/1/57,1
1,0,3,0,,130.22,16.0 MLOZ,CHUNKY MONKEY,REGULAR,8343147,4,26,5,7,2,3,9,4,5,4,6,12,3,1,2,2,,262,17,63,700,1,4,1,10/1/67,10/1/57,1
1,0,2.5,0,,196.3,16.0 MLOZ,CHUNKY MONKEY,REGULAR,8343147,4,26,5,7,2,3,9,4,5,4,6,12,3,1,2,2,,262,17,63,700,1,4,1,10/1/67,10/1/57,1
1,3.5,0,0,1,159.33,16.0 MLOZ,CHUBBY HUBBY,REGULAR,8343147,4,26,5,7,2,3,9,4,5,4,6,12,3,1,2,2,,262,17,63,700,1,4,1,10/1/67,10/1/57,1
1,2.5,0,0.5,3,99.15,16.0 MLOZ,CHUNKY MONKEY,REGULAR,8343147,4,26,5,7,2,3,9,4,5,4,6,12,3,1,2,2,,262,17,63,700,1,4,1,10/1/67,10/1/57,1
1,3.5,0,0,1,159.33,16.0 MLOZ,NEW YORK SUPER FUDGE CHUNK,REGULAR,8343147,4,26,5,7,2,3,9,4,5,4,6,12,3,1,2,2,,262,17,63,700,1,4,1,10/1/67,10/1/57,1
1,0,3.5,0,,36.08,16.0 MLOZ,KARAMEL SUTRA,REGULAR,8344060,3,26,6,7,9,3,9,5,4,1,1,12,1,1,2,3,35,300,47,157,21111,1,4,3,10/1/58,10/1/56,1
1,3.5,0,0,1,92.58,16.0 MLOZ,MINT CHC CHUNK,REGULAR,8345044,3,30,7,7,3,3,9,5,5,1,1,12,1,3,2,4,,305,32,3,3227,1,4,1,10/1/56,10/1/53,1
1,0,3,0,,10.69,16.0 MLOZ,STR CSK,REGULAR,8348229,2,21,8,9,9,9,9,6,4,1,12,12,1,1,2,3,,325,48,141,401,1,4,2,10/1/49,10/1/39,1
1,0,3,0,,10.69,16.0 MLOZ,CHERRY GRCA,REGULAR,8348229,2,21,8,9,9,9,9,6,4,1,12,12,1,1,2,3,,325,48,141,401,1,4,2,10/1/49,10/1/39,1
1,0,2.5,0,,49,16.0 MLOZ,CHERRY GRCA,REGULAR,8350188,2,27,6,8,9,3,3,4,4,1,11,1,1,2,2,2,19,3833,26,161,410400,1,4,2,10/1/58,10/1/51,1
2,5.04,0,0,1,96.87,16.0 MLOZ,CHERRY GRCA,REGULAR,8350188,2,27,6,8,9,3,3,4,4,1,11,1,1,2,2,2,19,3833,26,161,410400,1,4,2,10/1/58,10/1/51,1
1,0,3.49,0,,32.01,16.0 MLOZ,VAN,REGULAR,8351491,2,15,8,8,9,9,9,4,3,1,12,12,1,2,2,3,39,385,37,183,52102,1,4,1,1/1/43,10/1/44,2
1,0,3.99,0,,17.01,16.0 MLOZ,W-N-C-P-C,REGULAR,8352412,1,18,5,0,9,0,3,0,6,4,1,1,5,1,2,3,24,315,10,3,1100,5,1,2,10/1/64,,1
1,0,3.49,0,,77.86,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,8352657,4,23,5,7,2,3,9,3,3,1,6,12,1,1,2,1,1,3050,33,17,81600,1,4,2,10/1/65,10/1/56,1
1,0,3.34,0,,92.98,16.0 MLOZ,CHC CHIP C-DH,REGULAR,8353306,4,28,7,0,2,0,3,0,5,3,2,2,2,1,2,3,20,7471,12,99,212,1,4,2,10/1/57,,1
2,0,6.98,0,,296.86,16.0 MLOZ,CHC CHIP C-DH,REGULAR,8355729,3,26,6,5,3,3,9,3,4,1,8,12,1,1,2,1,1,2824,44,3,22000,1,4,1,10/1/63,1/1/63,1
1,0,2.5,0,,113.14,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,8356067,3,19,5,5,2,3,9,3,3,1,2,12,1,1,2,3,31,3306,1,127,21800,1,4,1,1/1/63,1/1/67,1
1,0,2.5,0,,58,16.0 MLOZ,CHC CHIP C-DH,REGULAR,8356067,3,19,5,5,2,3,9,3,3,1,2,12,1,1,2,3,31,3306,1,127,21800,1,4,1,1/1/63,1/1/67,1
1,0,4.29,0,,211.45,16.0 MLOZ,CHUNKY MONKEY,REGULAR,8356395,2,27,6,8,9,3,3,5,4,3,8,3,8,1,2,1,1,963,25,9,221100,1,4,2,10/1/61,10/1/52,1
1,0,4.29,0,,23.57,16.0 MLOZ,CHUNKY MONKEY,REGULAR,8356395,2,27,6,8,9,3,3,5,4,3,8,3,8,1,2,1,1,963,25,9,221100,1,4,2,10/1/61,10/1/52,1
1,0,4.59,0,,128.49,16.0 MLOZ,CHUNKY MONKEY,REGULAR,8356395,2,27,6,8,9,3,3,5,4,3,8,3,8,1,2,1,1,963,25,9,221100,1,4,2,10/1/61,10/1/52,1
1,0,4.29,0,,123.72,16.0 MLOZ,CHUNKY MONKEY,REGULAR,8356395,2,27,6,8,9,3,3,5,4,3,8,3,8,1,2,1,1,963,25,9,221100,1,4,2,10/1/61,10/1/52,1
1,0,4.29,0,,166.54,16.0 MLOZ,CHUNKY MONKEY,REGULAR,8356395,2,27,6,8,9,3,3,5,4,3,8,3,8,1,2,1,1,963,25,9,221100,1,4,2,10/1/61,10/1/52,1
1,4.12,0,1.5,2,66.84,16.0 MLOZ,KARAMEL SUTRA,REGULAR,8359340,2,18,0,8,9,1,0,4,0,3,5,,3,1,2,4,50,1909,6,57,702,1,1,1,,10/1/46,1
1,3,0,0.4,2,73.9,16.0 MLOZ,CHERRY GRCA,REGULAR,8359340,2,18,0,8,9,1,0,4,0,3,5,,3,1,2,4,50,1909,6,57,702,1,1,1,,10/1/46,1
1,3.99,0,1.5,2,66.84,16.0 MLOZ,NEW YORK SUPER FUDGE CHUNK,REGULAR,8359340,2,18,0,8,9,1,0,4,0,3,5,,3,1,2,4,50,1909,6,57,702,1,1,1,,10/1/46,1
1,0,5.49,0,,176.23,32.0 MLOZ,CHERRY GRCA,REGULAR,8359542,4,30,8,8,3,3,3,5,5,1,2,2,1,4,1,4,12,2211,6,13,345110,1,4,3,1/1/50,1/1/50,1
1,0,3.99,0,,216.56,16.0 MLOZ,CREME BRULEE,REGULAR,8364213,3,30,4,4,2,3,3,6,6,1,1,1,1,1,2,3,,370,45,45,3003,1,4,3,10/1/71,1/1/69,1
1,0,3.99,0,,216.56,16.0 MLOZ,KARAMEL SUTRA,REGULAR,8364213,3,30,4,4,2,3,3,6,6,1,1,1,1,1,2,3,,370,45,45,3003,1,4,3,10/1/71,1/1/69,1
1,0,3.99,0,,216.56,16.0 MLOZ,CHC CHIP C-DH,REGULAR,8364213,3,30,4,4,2,3,3,6,6,1,1,1,1,1,2,3,,370,45,45,3003,1,4,3,10/1/71,1/1/69,1
1,0,3,0,,196.41,16.0 MLOZ,PHISH FOOD,REGULAR,8365712,3,27,5,5,3,3,1,5,4,1,2,3,1,1,2,4,50,190,6,67,5804,1,4,3,1/1/65,1/1/64,1
2,6.78,0,0,1,68.53,16.0 MLOZ,TURTLE SOUP,REGULAR,8366903,2,18,7,8,9,3,3,3,4,1,11,1,1,1,2,2,15,247,39,113,120101,1,4,3,10/1/57,10/1/52,2
1,3.39,0,0,1,90.23,16.0 MLOZ,AMERICONE DREAM,REGULAR,8366903,2,18,7,8,9,3,3,3,4,1,11,1,1,1,2,2,15,247,39,113,120101,1,4,3,10/1/57,10/1/52,2
1,0,3.43,0,,60.42,16.0 MLOZ,W-N-C-P-C,REGULAR,8366903,2,18,7,8,9,3,3,3,4,1,11,1,1,1,2,2,15,247,39,113,120101,1,4,3,10/1/57,10/1/52,2
1,0,3.43,0,,55.55,16.0 MLOZ,PHISH FOOD,REGULAR,8367054,3,26,7,7,9,3,9,6,4,1,1,12,1,1,2,3,44,145,37,179,20304,1,4,2,10/1/54,10/1/53,2
3,0,10.53,0,,51.97,16.0 MLOZ,KARAMEL SUTRA,REGULAR,8367054,3,26,7,7,9,3,9,6,4,1,1,12,1,1,2,3,44,145,37,179,20304,1,4,2,10/1/54,10/1/53,2
3,13.14,0,1.06,2,39.88,16.0 MLOZ,HEATH COFFEE CRUNCH,REGULAR,8367054,3,26,7,7,9,3,9,6,4,1,1,12,1,1,2,3,44,145,37,179,20304,1,4,2,10/1/54,10/1/53,2
4,13.32,0,1.06,2,59.09,16.0 MLOZ,PHISH FOOD,REGULAR,8367054,3,26,7,7,9,3,9,6,4,1,1,12,1,1,2,3,44,145,37,179,20304,1,4,2,10/1/54,10/1/53,2
2,0,8.98,0,,22.6,16.0 MLOZ,MINT CHC CHUNK,REGULAR,8367054,3,26,7,7,9,3,9,6,4,1,1,12,1,1,2,3,44,145,37,179,20304,1,4,2,10/1/54,10/1/53,2
1,2.05,0,2.04,2,46.95,16.0 MLOZ,HEATH COFFEE CRUNCH,REGULAR,8367054,3,26,7,7,9,3,9,6,4,1,1,12,1,1,2,3,44,145,37,179,20304,1,4,2,10/1/54,10/1/53,2
2,6,0,2.18,2,37.04,16.0 MLOZ,HEATH COFFEE CRUNCH,REGULAR,8367054,3,26,7,7,9,3,9,6,4,1,1,12,1,1,2,3,44,145,37,179,20304,1,4,2,10/1/54,10/1/53,2
3,10.2,0,2.04,2,46.43,16.0 MLOZ,OXFORD MINT CHC COOKIE,REGULAR,8367054,3,26,7,7,9,3,9,6,4,1,1,12,1,1,2,3,44,145,37,179,20304,1,4,2,10/1/54,10/1/53,2
1,0,3.46,0,,33.11,16.0 MLOZ,PHISH FOOD,REGULAR,8367054,3,26,7,7,9,3,9,6,4,1,1,12,1,1,2,3,44,145,37,179,20304,1,4,2,10/1/54,10/1/53,2
2,0,7,0,,20.3,16.0 MLOZ,HEATH COFFEE CRUNCH,REGULAR,8367054,3,26,7,7,9,3,9,6,4,1,1,12,1,1,2,3,44,145,37,179,20304,1,4,2,10/1/54,10/1/53,2
2,0,6.92,0,,69.23,16.0 MLOZ,RSP CHC CHUNK,LIGHT HALF THE FAT,8367054,3,26,7,7,9,3,9,6,4,1,1,12,1,1,2,3,44,145,37,179,20304,1,4,2,10/1/54,10/1/53,2
1,0,4.49,0,,101.19,16.0 MLOZ,HEATH COFFEE CRUNCH,REGULAR,8367054,3,26,7,7,9,3,9,6,4,1,1,12,1,1,2,3,44,145,37,179,20304,1,4,2,10/1/54,10/1/53,2
2,6,0,1.09,2,22.77,16.0 MLOZ,HEATH COFFEE CRUNCH,REGULAR,8367054,3,26,7,7,9,3,9,6,4,1,1,12,1,1,2,3,44,145,37,179,20304,1,4,2,10/1/54,10/1/53,2
1,0,4.38,0,,49.94,16.0 MLOZ,PHISH FOOD,REGULAR,8367054,3,26,7,7,9,3,9,6,4,1,1,12,1,1,2,3,44,145,37,179,20304,1,4,2,10/1/54,10/1/53,2
2,6,0,2.98,2,83.6,16.0 MLOZ,HEATH COFFEE CRUNCH,REGULAR,8367054,3,26,7,7,9,3,9,6,4,1,1,12,1,1,2,3,44,145,37,179,20304,1,4,2,10/1/54,10/1/53,2
1,2.04,0,2.04,2,46.95,16.0 MLOZ,PHISH FOOD,REGULAR,8367054,3,26,7,7,9,3,9,6,4,1,1,12,1,1,2,3,44,145,37,179,20304,1,4,2,10/1/54,10/1/53,2
1,2.04,0,2.04,2,46.95,16.0 MLOZ,CHERRY GRCA,REGULAR,8367054,3,26,7,7,9,3,9,6,4,1,1,12,1,1,2,3,44,145,37,179,20304,1,4,2,10/1/54,10/1/53,2
2,8.58,0,1.29,2,75.16,16.0 MLOZ,PHISH FOOD,REGULAR,8367054,3,26,7,7,9,3,9,6,4,1,1,12,1,1,2,3,44,145,37,179,20304,1,4,2,10/1/54,10/1/53,2
4,13.84,0,4.38,2,73.02,16.0 MLOZ,PHISH FOOD,REGULAR,8367054,3,26,7,7,9,3,9,6,4,1,1,12,1,1,2,3,44,145,37,179,20304,1,4,2,10/1/54,10/1/53,2
4,8.76,0,4.38,2,14.45,16.0 MLOZ,HEATH COFFEE CRUNCH,REGULAR,8367054,3,26,7,7,9,3,9,6,4,1,1,12,1,1,2,3,44,145,37,179,20304,1,4,2,10/1/54,10/1/53,2
1,0,3.32,0,,38.02,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,8368378,1,17,8,0,9,0,9,0,4,2,12,12,5,1,2,3,,1608,37,89,990700,1,4,1,10/1/49,,1
1,0,3.32,0,,38.02,16.0 MLOZ,NEW YORK SUPER FUDGE CHUNK,REGULAR,8368378,1,17,8,0,9,0,9,0,4,2,12,12,5,1,2,3,,1608,37,89,990700,1,4,1,10/1/49,,1
1,0,3.32,0,,38.02,16.0 MLOZ,CHERRY GRCA,REGULAR,8368378,1,17,8,0,9,0,9,0,4,2,12,12,5,1,2,3,,1608,37,89,990700,1,4,1,10/1/49,,1
1,0,3.82,0,,193.02,16.0 MLOZ,STR CSK,REGULAR,8368787,4,11,5,0,3,0,1,0,4,3,8,8,2,4,2,2,2,4892,17,31,430100,5,1,1,10/1/67,,1
1,3.69,0,3.69,3,135.67,16.0 MLOZ,KARAMEL SUTRA,REGULAR,8370155,2,16,3,3,9,3,3,4,5,4,6,2,8,1,2,2,41,1630,39,49,5620,1,4,2,10/1/77,1/1/75,1
1,3.19,0,0,1,135.67,16.0 MLOZ,IMAGINE WHIRLED PEACE,REGULAR,8370155,2,16,3,3,9,3,3,4,5,4,6,2,8,1,2,2,41,1630,39,49,5620,1,4,2,10/1/77,1/1/75,1
3,8.01,0,0.62,2,35.05,16.0 MLOZ,HEATH COFFEE CRUNCH,REGULAR,8374435,2,18,9,9,9,9,9,5,4,1,12,12,1,1,2,1,32,118,36,29,7304,1,4,3,10/1/41,1/1/39,1
1,0,3.19,0,,50.51,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,8376360,1,15,4,0,9,0,3,0,5,4,2,2,5,1,2,1,32,118,36,55,4702,1,4,1,10/1/71,,1
1,0,3.33,0,,43.38,16.0 MLOZ,PISTACHIO PISTACHIO,REGULAR,8377997,2,29,8,8,9,9,1,6,6,1,12,1,1,1,2,3,11,1212,12,127,80100,1,4,2,10/1/45,10/1/45,1
2,0,6.24,0,,204.61,16.0 MLOZ,AMERICONE DREAM,REGULAR,8379113,2,18,8,8,9,9,9,3,3,1,12,12,1,1,2,3,34,1180,5,137,950200,1,4,1,10/1/48,10/1/43,1
4,16.76,0,0,1,37.32,16.0 MLOZ,STR CSK,REGULAR,8379425,3,10,9,9,9,1,9,5,4,1,5,12,1,1,2,3,29,230,12,115,1304,1,4,2,10/1/34,1/1/31,1
1,3,0,0,1,100.39,16.0 MLOZ,STR CSK,REGULAR,8379425,3,10,9,9,9,1,9,5,4,1,5,12,1,1,2,3,29,230,12,115,1304,1,4,2,10/1/34,1/1/31,1
2,8.38,0,0,1,39.1,16.0 MLOZ,KARAMEL SUTRA,REGULAR,8379425,3,10,9,9,9,1,9,5,4,1,5,12,1,1,2,3,29,230,12,115,1304,1,4,2,10/1/34,1/1/31,1
2,6,0,0,1,6.42,16.0 MLOZ,KARAMEL SUTRA,REGULAR,8379425,3,10,9,9,9,1,9,5,4,1,5,12,1,1,2,3,29,230,12,115,1304,1,4,2,10/1/34,1/1/31,1
2,6.58,0,1,3,27.68,16.0 MLOZ,PB CUP,REGULAR,8379425,3,10,9,9,9,1,9,5,4,1,5,12,1,1,2,3,29,230,12,115,1304,1,4,2,10/1/34,1/1/31,1
4,0,12,0,,339.69,16.0 MLOZ,NEAPOLITAN DYNAMITE,REGULAR,8381795,2,26,8,8,9,3,3,4,3,1,2,3,1,1,2,4,18,196,8,123,1201,1,4,1,10/1/49,1/1/49,1
4,17.96,0,0,1,21.94,16.0 MLOZ,AMERICONE DREAM,REGULAR,8381971,2,26,8,8,9,9,1,5,4,1,12,4,1,1,2,2,,950,26,119,990300,1,4,3,10/1/49,1/1/49,1
1,0,3.79,0,,82.13,16.0 MLOZ,HEATH CANDY EVERYTHING BUT THE,REGULAR,8383686,2,27,4,4,9,3,3,5,6,1,3,1,1,1,2,3,17,321,48,121,21603,1,4,3,10/1/72,1/1/69,1
1,3.38,0,0,1,16.11,16.0 MLOZ,PISTACHIO PISTACHIO,REGULAR,8384842,1,10,0,8,9,9,0,4,0,4,12,,7,1,2,3,20,992,12,111,2002,1,1,2,,10/1/46,2
1,0,3.99,0,,65.05,16.0 MLOZ,HEATH COFFEE CRUNCH,REGULAR,8388374,1,15,8,0,9,0,3,0,5,3,2,2,5,1,2,3,31,279,1,1,20400,1,1,2,1/1/52,,1
1,3.34,0,0,1,53.77,16.0 MLOZ,HEATH COFFEE CRUNCH,REGULAR,8388374,1,15,8,0,9,0,3,0,5,3,2,2,5,1,2,3,31,279,1,1,20400,1,1,2,1/1/52,,1
1,3,0,0,1,53.09,16.0 MLOZ,BUTTER PECAN,REGULAR,8389250,2,21,8,9,9,9,9,4,6,1,12,12,1,1,2,1,,463,42,47,991000,1,4,2,10/1/44,10/1/38,1
1,3,0,0,1,53.09,16.0 MLOZ,PISTACHIO PISTACHIO,REGULAR,8389250,2,21,8,9,9,9,9,4,6,1,12,12,1,1,2,1,,463,42,47,991000,1,4,2,10/1/44,10/1/38,1
1,3,0,0,1,53.09,16.0 MLOZ,CHERRY GRCA,REGULAR,8389250,2,21,8,9,9,9,9,4,6,1,12,12,1,1,2,1,,463,42,47,991000,1,4,2,10/1/44,10/1/38,1
3,9,0,0,1,52.75,16.0 MLOZ,CHERRY GRCA,REGULAR,8389250,2,21,8,9,9,9,9,4,6,1,12,12,1,1,2,1,,463,42,47,991000,1,4,2,10/1/44,10/1/38,1
1,3.51,0,0,1,45.12,16.0 MLOZ,PB CUP,REGULAR,8389250,2,21,8,9,9,9,9,4,6,1,12,12,1,1,2,1,,463,42,47,991000,1,4,2,10/1/44,10/1/38,1
3,9,0,0,1,34.53,16.0 MLOZ,PISTACHIO PISTACHIO,REGULAR,8389250,2,21,8,9,9,9,9,4,6,1,12,12,1,1,2,1,,463,42,47,991000,1,4,2,10/1/44,10/1/38,1
2,2.67,0,0,1,32.37,16.0 MLOZ,CHERRY GRCA,REGULAR,8389250,2,21,8,9,9,9,9,4,6,1,12,12,1,1,2,1,,463,42,47,991000,1,4,2,10/1/44,10/1/38,1
1,3.37,0,0,1,45.12,16.0 MLOZ,CHERRY GRCA,REGULAR,8389250,2,21,8,9,9,9,9,4,6,1,12,12,1,1,2,1,,463,42,47,991000,1,4,2,10/1/44,10/1/38,1
3,9,0,0,1,37.37,16.0 MLOZ,PISTACHIO PISTACHIO,REGULAR,8389250,2,21,8,9,9,9,9,4,6,1,12,12,1,1,2,1,,463,42,47,991000,1,4,2,10/1/44,10/1/38,1
1,2.67,0,0,1,32.37,16.0 MLOZ,PISTACHIO PISTACHIO,REGULAR,8389250,2,21,8,9,9,9,9,4,6,1,12,12,1,1,2,1,,463,42,47,991000,1,4,2,10/1/44,10/1/38,1
1,3.49,0,0,1,45.12,16.0 MLOZ,ONE CSK BROWNIE,REGULAR,8389250,2,21,8,9,9,9,9,4,6,1,12,12,1,1,2,1,,463,42,47,991000,1,4,2,10/1/44,10/1/38,1
1,3.5,0,0,1,89.68,16.0 MLOZ,HEATH CRUNCH,REGULAR,8392919,2,18,9,9,9,9,9,3,3,1,12,12,1,1,2,4,38,1457,4,13,40508,1,4,1,1/1/41,1/1/38,1
1,0,3.12,0,,80.78,16.0 MLOZ,CHUNKY MONKEY,REGULAR,8393380,3,26,5,6,3,3,3,4,4,1,2,4,1,1,1,3,39,7277,37,51,3204,1,4,1,10/1/63,10/1/61,1
1,0,3.33,0,,142.71,16.0 MLOZ,CHUNKY MONKEY,REGULAR,8393483,2,26,7,7,9,3,9,4,4,1,2,12,1,1,2,3,29,230,12,101,31008,1,4,3,1/1/54,10/1/53,1
